ok,external_id,type,name,winery_name,info,size,vintage,price,purchase_price,quantity,storage_area,internal_notes,visible,wine_id,matched_type,matched_name,matched_winery_name,score
True,1110,RED,Barolo Sori Ginestra,Conterno Fantino,,PICCOLO,2018,8700,3150,2,1110,Glas Preis: 14.0Ausbau im Holz und Barrique.,False,wine_01gzr4ksjemm69xxhykex1zvn8,RED,Barolo Sorì Ginestra,Conterno Fantino,66.941
True,1116,RED,Tignanello,Antinori,,PICCOLO,2016,10700,3881,0,1116,Glas Preis: 17.012 Monate im Eichenfass.,False,wine_01gzr4ksswn8cnrh7jb8qff1wy,RED,Tignanello,Antinori - Tenuta Tignanello,33.830345
True,1118,RED,Brunello di Montalcino,Ciacci Piccolomini,,PICCOLO,2013,5200,1520,0,1118,Glas Preis: 8.0mind. 2 Jahre im Eichenfass. Mind. 4 Monate Flaschenreifung.,False,wine_01gzr4ktfg9t9kds2cha1jgjmn,RED,Brunello di Montalcino,Ciacci Piccolomini d'Aragona,50.77721
True,1119,RED,Cabreo Il Borgo,Tenute di Cabreo Folonari,,PICCOLO,2009,5300,1560,1,1119,"Glas Preis: 8.0Gärung; Mazeration auf der Schale 10-18 Tage. Fermentaion mit BSA. Ausbau; Cuvee, in franz. EichenBarrqiue ausgebaut 30%neu, 16-18 Moante. 6 Monate Flaschenlagerung.",True,wine_01gzr4ksd6ajsehb43hs03rwa5,RED,Cabreo Il Borgo,Tenute del Cabreo,54.97667
True,1119,RED,Cabreo Il Borgo,Tenute di Cabreo Folonari,,PICCOLO,2016,5300,1560,2,1119,"Glas Preis: 8.0Gärung; Mazeration auf der Schale 10-18 Tage. Fermentaion mit BSA. Ausbau; Cuvee, in franz. EichenBarrqiue ausgebaut 30%neu, 16-18 Moante. 6 Monate Flaschenlagerung.",False,wine_01gzr4ksd6ajsehb43hs03rwa5,RED,Cabreo Il Borgo,Tenute del Cabreo,54.97666
True,112,WHITE,Weissburgunder Alte Reben,K. Martini & Sohn,,BOTTLE,2019,8100,2500,1,112,"Glas Preis: 13.0250m.ü.M, 4 h Maischestandzeit, Gärung; im grossen Holzfass, Ausbau; 5 Monate auf der Feinhefe im Stahltank",True,wine_01h0qzm23fj8fb0aw4a3dmcdcy,WHITE,Alte Reben Weissburgunder,K Martini & Sohn,51.156082
True,112,WHITE,Weissburgunder Alte Reben,K. Martini & Sohn,,BOTTLE,2021,8100,2500,2,112,"Glas Preis: 13.0250m.ü.M, 4 h Maischestandzeit, Gärung; im grossen Holzfass, Ausbau; 5 Monate auf der Feinhefe im Stahltank",False,wine_01h0qzm23fj8fb0aw4a3dmcdcy,WHITE,Alte Reben Weissburgunder,K Martini & Sohn,51.156113
True,1120,RED,Chianti Classico,Fontodi,,PICCOLO,2009,3100,730,0,1120,Glas Preis: 5.0Gärung,False,wine_01gzr4kt80f0t49p6s4b6nvkdv,RED,Chianti Classico,Fontodi,42.144142
True,1127,RED,Blauburgunder Barthenau Vigna San Urbano,Hofstätter,,MAGNUM,2016,22200,10100,1,1127,"Glas Preis: 37.0Gärung; 10 Tage mit 25% intakten Trauben und Umwälzung. Ausbau; 14 Monate in kleinen Eichenholzfässern, assamblage, 7 Monate im grossen Eichenholzfass, Abfüllung, 12 Monate Flaschenlagerung.",True,wine_01h0b4rjgpder3smhfakv2fcdv,RED,Blauburgunder Barthenau Vigna S. Urbano,J. Hofstätter,46.200066
True,1128,RED,Pinot Nero Riserva Trattmann,Kellerei Girlan,,MAGNUM,2021,12800,5800,1,1128,"Glas Preis: 21.0400m.ü.M. Handlese. Gärung; Stahlfässer für 18-20 Tage. Ausbau; Bsa, 15 Monate in kleinen und grossen Holzfässern. 8 Monate Flaschenlagerung",True,wine_01gzr4ksktxgmhcw3y7x327kxd,RED,Pinot Noir Riserva Trattmann,Girlan,41.34459
True,1129,RED,Mason di Mason,Manincor,,MAGNUM,2020,28800,13100,1,1129,Glas Preis: 48.0,True,wine_01gzr4ksk78jz57rmx7y4yqhqq,RED,Pinot Nero Mason di Mason Bio,Manincor,43.696175
True,1130,RED,Vinschgau Blauburgunder,Marinushof,,MAGNUM,2009,8000,2900,1,1130,Glas Preis: 13.0,True,wine_01h0r2pppgc47mpb8gy2x3t4zx,RED,Blauburgunder,Marinushof,36.763424
True,1131,RED,Amistar Cabernet Franc,Peter Sölva & Söhne,,MAGNUM,2007,12200,4450,1,1131,Glas Preis: 20.010 % Trockenbeeren (am Stock getrocknet). Gärung,True,wine_01h0my5rh4e1yqgxavtr8dypt8,RED,Amistar Cabernet Franc,Peter Sölva,49.304966
True,1132,RED,Cabernet Löwengang,Tenutae Lageder,,MAGNUM,2007,14500,6250,1,1132,Glas Preis: 24.0230-330m.ü.M. BIO. Rebalter,True,wine_01hndsrmndw98djg58tzvwh8qx,RED,Cabernet Löwengang RARUM,Alois Lageder,34.25264
True,1133,RED,Cabernet Riserva,Unterganzner,,MAGNUM,2004,10900,3950,1,1133,Glas Preis: 18.0Rebalter,True,wine_01h4pmmfh9tybvrzv5g9x08zd7,RED,Cabernet Riserva,Erbhof Unterganzner,30.02658
True,1134,RED,Amistar Rot Edizione,Peter Sölva & Söhne,,MAGNUM,2008,14100,6400,1,1134,"Glas Preis: 23.0Kompromisslose Selektion der besten Barrqiue. 250-450m.ü.M. Nach einem Jahr im Barrique wird ""herausesucht"" und danach dass Cuvee nochmals 1 jahr gelagert",True,wine_01h0my5rh44s6et0twfmk98mqw,RED,Amistar Edizione Red,Peter Sölva,46.753544
True,1136,RED,Euforius,Niedermayr,,MAGNUM,2009,9100,3300,1,1136,Glas Preis: 15.0Gärung,True,wine_01havwedqmkyfe95y7zmtxa3gk,RED,Euforius,Niedermayr,40.943733
True,1138,RED,Composition Reif,Unterganzner,,MAGNUM,2017,12200,5540,1,1138,"Glas Preis: 20.0Gärung; Edelstahltank, Maischekontakt von 10 tagen cabernet, 7 Tage Lagrein. Ausbau;18 Monate mit BSA in neuen aus überwiegend franz. Barrique.",True,wine_01h0qsxnkza4y83vwrfm2gfkj0,RED,Composition Reif,Erbhof Unterganzner,45.42951
True,1139,RED,Lacus Selection,Walter Schullian,,MAGNUM,2010,16800,7630,2,1139,"Glas Preis: 27.0lacus ist lateinisch für See. 250m.ü.M. Gärung; spontan im offenen Holzfass mit Salasso 20%, mit umwälzen. Ausbau; in neuen und gebrauchten Barrique. Keine schönung, keine Filtration",True,wine_01j2220hd653cma24yr76zfbpy,RED,Lacus,Weingut Walter Schullian,53.418777
True,114,WHITE,Weissburgunder Vom Muschelkalk,Weingut Abraham,,BOTTLE,2022,6300,1889,3,114,Glas Preis: 10.0,True,wine_01h0my5rh2nfd15xycd4yz3qrh,WHITE,Weissburgunder Vom Muschelkalk,Weingut Abraham,50.62723
True,1140,RED,Arzio,Baron di Pauli,,MAGNUM,2018,17500,7020,1,1140,"Glas Preis: 29.0250-380m.ü.M. Gärung; spontan im Holzbottich, 5 Wochen Maischemazeration. Ausbau; 18 Monate Barrique60%neu, BSA,",True,wine_01h0my5sf7e1yb4h9wpngjrvxs,RED,Arzio,Baron Di Pauli,42.207012
True,1141,RED,Lagrein Riserva,Kiemberger,,MAGNUM,2013,12000,3100,3,1141,Glas Preis: 20.017§ der Trauben werden getrocknet. Gärung,True,wine_01gzr4ksztvpddgtfj7yt9280n,RED,Lagrein,Kiemberger,39.280396
True,1142,RED,Lagrein Mirell,Ansitz Waldgries,,MAGNUM,2013,11800,4810,2,1142,"Glas Preis: 19.0Gärung; Maischenstandzeit bis zu 35 Tagen im Bottich, 10% der Taruebn werden spätreif gelesen. Ausbau; Barrique",True,wine_01h0my5rjsjmc5trft3fn3tf0d,RED,Lagrein Mirell,Ansitz Waldgries,63.310467
True,1143,RED,Lagrein Riserva Abtei,Muri Gries,,MAGNUM,2016,10700,3890,1,1143,"Glas Preis: 17.0260-280m.ü.M. Gärung; Edelstahltank für 14 Tage, BSA. Ausbau; 15 Monate im kleinen Holzfass.",True,wine_01h13szkqsy8c75wmej2wbe2sw,RED,Lagrein Riserva,Muri Gries,49.931152
True,1144,RED,Lagrein Riserva Taber,Kellerei Bozen,,MAGNUM,2013,12000,4355,1,1144,Glas Preis: 19.0250m.ü.M. Gärung,True,wine_01h0my5rkg9tcrx4kt4gktkckn,RED,Lagrein Riserva Taber,Kellerei Bozen / Cantina Bolzano,44.902035
True,1145,RED,Lagrein Riserva Porphyr,Kellerei Terlan,,MAGNUM,2015,12500,5690,1,1145,Glas Preis: 20.0Handlese. Gärung,True,wine_01gzr4ksn538gj86tet5g3ad2c,RED,Lagrein Riserva Porphyr,Kellerei Terlan / Cantina Terlano,57.208874
True,1146,RED,Lagrein Riserva Prestige Line,Kellerei Bozen,,MAGNUM,2011,8100,2950,1,1146,"Glas Preis: 13.0Gärung; traditionell im offenen Holzfass. Ausbau; 12 Monate in franz. Barrique und grosen Holzfass. Nur die Besten Lagen, mit den ältesten Reben mit dem geringsten Ertrag werden verwendet.",True,wine_01h0my5rkhv49szy8rgmwyak0n,RED,Lagrein Prestige Line Riserva,Kellerei Bozen / Cantina Bolzano,43.605507
True,1148,RED,Cabernet Istrice,Elena Walch,,MAGNUM,2012,9000,3260,1,1148,Glas Preis: 14.0Gärung,True,wine_01gzr4kt16820wjbdg9fbdw024,RED,Cabernet Istrice,Elena Walch,52.03684
True,1149,RED,Merlot Brenntal,Kellerei Kurtatsch,,MAGNUM,2007,11000,4600,0,1149,Glas Preis: 18.0Gärung,False,wine_01h0qzm1v03g64rzcatxnbg9f8,RED,Merlot Riserva Brenntal,Cantina Kurtatsch,35.272976
True,1153,RED,Barolo Sori Ginestra,Conterno Fantino,,MAGNUM,2011,35000,16055,1,1153,Glas Preis: 58.0Rebalter,True,wine_01gzr4ksjemm69xxhykex1zvn8,RED,Barolo Sorì Ginestra,Conterno Fantino,66.94101
True,1154,RED,Monprà,Conterno Fantino,,MAGNUM,2012,15900,3915,2,1154,Glas Preis: 26.0Gärung,True,wine_01gzr4kt6xcxj45kvtaz1ykbh0,RED,Langhe Monpra Rosso,Conterno Fantino,50.679874
True,1156,RED,Brunello di Montalcino,Pian dell'Orino,,MAGNUM,2007,19600,8900,0,1156,Glas Preis: 32.0Biodynamisch. 24 Moante slaw. Eichenholzfass,False,wine_01h0f3cmcsvahdf5pz37j838f6,RED,Brunello di Montalcino,Pian dell'Orino,60.954346
True,1157,RED,Percarlo,San Giusto a Rentennano,,MAGNUM,2017,25900,11765,1,1157,"Glas Preis: 43.0Gärung; Fermentation & Mazerartion für 35 Tage, natürlich. Ausbau; 20-22 Monate in franz. Eichenbarrqiue. 18 Monate Flaschenlagerung.",True,wine_01gzr4ksnz54m044q104qt10wk,RED,Sangiovese Percarlo,San Giusto a Rentennano,62.677383
True,1158,RED,Giorgio Primo,Fattoria La Massa,,MAGNUM,2013,38600,17535,3,1158,Glas Preis: 64.0,True,wine_01gzr4ksq0crfbq5ea5ydtdv5e,RED,Giorgio Primo,La Massa,46.428257
True,1166,,Le Petit,Manincor,,BOTTLE,2018,9400,3400,6,1166,Glas Preis: 15.0,True,wine_01gzr4ksk9pkd3v8xn0y8j9vbw,WHITE,Petit Manseng Le Petit Bio,Manincor,35.835922
True,1167,,Sauvignon passito Saphir,Laimburg,,BOTTLE,2022,700,0,3,1167,"Glas Preis: 1.02014 = 400m.ü.M. Spätlese. 8h Auspressen der Rosinenbeeren. Gärung, spontan im Holzfass für mehrer Monate. Bei 11% Alkohol stoppt die Gärung automatisch.",False,wine_01h0qzm2twr2bnkyggvqr2c10s,DESSERT,Saphir Sauvignon Passito,Laimburg,43.759933
True,1168,,Gewürztraminer Spätlese,Kiemberger,,BOTTLE,2016,5500,1630,0,1168,"Glas Preis: 9.02010 = wird nur in bestimmten Jahren produziert ( genügend Botrytispilz). 750-850m.ü.M. Traubenmaische verweilt vor der Pressung im eigenen Saft, um die eingetrockeneten Inhaltsstoffe der Botrytisbeere zu lösen. Die langsame Gärung im Edelstahlfässchen dauert meist bis Dezember und lässt am Schluss einen köstlichen Restzuckeghalt.",False,wine_01h0qzm23ty0hws238y602a8d7,WHITE,Südtiroler Gewürztraminer Spätlese,Kiemberger,38.1025
True,1169,,Gewürztraminer Passito Cresta,Rottensteiner,,BOTTLE,2013,5300,1550,2,1169,Glas Preis: 8.0Trauben werden ca. 5 Monate getrocknet und dann gepresst. Im Edelstahl ausgebaut.,True,wine_01h0my5t3ds5xpghf10yab9q86,DESSERT,Cresta Traminer Aromatico Passito,Rottensteiner,39.09597
True,117,WHITE,Weissburgunder Plötzner,St. Pauls,,BOTTLE,2022,3100,700,11,117,"Glas Preis: 5.0500-700m.ü.M, Gärung; grossem Holzfass, Ausbau; 5-7 Monate auf der Feinhefe mit teilweise BSA",True,wine_01gzr4ksmxzyzb1wykkrf0va0j,WHITE,Plötzner Weissburgunder,Kellerei St. Pauls,39.64755
True,1171,,Kerner Passito Nectaris,,,BOTTLE,2021,7300,2250,13,1171,Glas Preis: 12.0,True,wine_01h0my5tyae1940fnjr7ardfdn,WHITE,Kerner Auslese,Werner,24.303223
True,1172,,Gewürztraminer Terminum,Kellerei Tramin,,BOTTLE,2017,8100,2930,9,1172,Glas Preis: 13.02012 = 400-500m.ü.M. Rebalter 15-25 Jahre. Lese Ende Dezember. Edelfäule. Handlese. 12h Mazeration. Langsame fermentation von 6-9 Monaten. 7-10 Monate im Barrique. 3 Monate in der Flasche.,True,wine_01h0sq47razjdhyknctjfdj0fc,DESSERT,Gewürztraminer Terminum,Tramin,43.053173
True,1172,,Gewürztraminer Terminum,Kellerei Tramin,,BOTTLE,2020,8100,2930,3,1172,Glas Preis: 13.02012 = 400-500m.ü.M. Rebalter 15-25 Jahre. Lese Ende Dezember. Edelfäule. Handlese. 12h Mazeration. Langsame fermentation von 6-9 Monaten. 7-10 Monate im Barrique. 3 Monate in der Flasche.,False,wine_01h0sq47razjdhyknctjfdj0fc,DESSERT,Gewürztraminer Terminum,Tramin,43.05317
True,1172,,Gewürztraminer Terminum,Kellerei Tramin,,BOTTLE,2022,8100,2930,11,1172,Glas Preis: 13.02012 = 400-500m.ü.M. Rebalter 15-25 Jahre. Lese Ende Dezember. Edelfäule. Handlese. 12h Mazeration. Langsame fermentation von 6-9 Monaten. 7-10 Monate im Barrique. 3 Monate in der Flasche.,False,wine_01h0sq47razjdhyknctjfdj0fc,DESSERT,Gewürztraminer Terminum,Tramin,43.05317
True,1173,,Gewürztraminer Spätlese “Roen”,Kellerei Tramin,,BOTTLE,2018,5900,1760,1,1173,"Glas Preis: 9.02014= 400-500m.ü.M. Lese Mitte Oktober. Die Trauben werden getrocknet bis Ende November, Anfang Dezember. Gärung findet in kleinen franz. Brrique statt.",True,wine_01gzr4ktrggeg8359hv3kevqa8,DESSERT,Roen,Tramin,37.6214
True,1173,,Gewürztraminer Spätlese “Roen”,Kellerei Tramin,,BOTTLE,2022,5900,1760,9,1173,"Glas Preis: 9.02014= 400-500m.ü.M. Lese Mitte Oktober. Die Trauben werden getrocknet bis Ende November, Anfang Dezember. Gärung findet in kleinen franz. Brrique statt.",False,wine_01gzr4ktrggeg8359hv3kevqa8,DESSERT,Roen,Tramin,37.6214
True,1175,,Sissi Goldmuskateller Passito,Kellerei Meran,,BOTTLE,2016,8100,2500,4,1175,Glas Preis: 13.0450-500m.ü.M. Handlese. Trauben werden für 5 Monate getrocknet. Gärung & Ausbau für 12 Monate in neuem franz. EichenBarrique.,True,wine_01h0r2pq1mmmfgvpx93fc7z0sn,DESSERT,Sissi Goldmuskateller Passito,Kellerei Meran,57.026344
True,1178,,Rosenmuskateller,Ansitz Waldgries,,BOTTLE,2010,6300,1900,1,1178,"Glas Preis: 10.0250m.ü.M. 70% der Trauben werden Luftgetrocknet, 30% Spätreif gelesen. Ausbau; im Stahltank.",True,wine_01h0my5rjs1jn1mzrwcdravh77,DESSERT,Rosenmuskateller Moscato Rosa,Ansitz Waldgries,52.302734
True,1179,,Rosenmuskateller,Muri Gries,,BOTTLE,2021,5800,1730,0,1179,"Glas Preis: 9.0270m.ü.M. Spätlese. Gärung; 8 Tage im Edelstahl. Ausbau; 12 Monate 50% in kleinen Holzfässern, 50% im Edelstahlfass ausgebaut.",True,wine_01j36jgr2922054npqrhp3rfem,DESSERT,Rosenmuskateller,Muri Gries,50.391617
True,1179,,Rosenmuskateller,Muri Gries,,BOTTLE,2022,5800,1730,8,1179,"Glas Preis: 9.0270m.ü.M. Spätlese. Gärung; 8 Tage im Edelstahl. Ausbau; 12 Monate 50% in kleinen Holzfässern, 50% im Edelstahlfass ausgebaut.",False,wine_01j36jgr2922054npqrhp3rfem,DESSERT,Rosenmuskateller,Muri Gries,50.391613
True,1180,,Passito,Kiemberger,,BOTTLE,2018,5100,1500,3,1180,Glas Preis: 8.0,True,wine_01gzr4kszyd121f06ct7d8m4fs,DESSERT,Passito,Kiemberger,37.44772
True,1182,,Portwein Pipa XV,Franz Gojer,,BOTTLE,0,7100,2160,2,1182,"Glas Preis: 11.0Likörwein (inspiriert sich am Portwein). Erster Südtiroler ""Portwein"". Handlese. Kaltmazeration und Gärung im offenen Eichenbottich mit leichter Tostatur, mit Untertauchen. Zugabe von Weinbrand zum gären des Mostes, um die Hefen abzutöten und die Gärung zu stoppen. Ausbau im Pipa Eichenfass für 6 Monate. Flaschenlagerung.",True,wine_01h0qzm1qfthbvqh31fheb91py,DESSERT,Pipa,Franz Gojer,47.183987
True,1183,,Kerner Passito Praepositus,,,BOTTLE,2019,700,0,3,1183,Glas Preis: 1.0,True,wine_01h0my5rbqghbxfyn67gef4skv,WHITE,Kerner Auslese,Werner,24.303223
True,1183,,Kerner Passito Praepositus,,,BOTTLE,2020,700,0,6,1183,Glas Preis: 1.0,False,wine_01h0my5rbqghbxfyn67gef4skv,WHITE,Kerner Auslese,Werner,24.303223
True,1187,,Tre Filer passito,Cà dei Frati,,BOTTLE,2011,3800,950,5,1187,Glas Preis: 6.0,True,wine_01gzr4ksg3h1sse37dbw6657x4,DESSERT,Tre Filer Vino da uve stramature dolce,Cà dei Frati,41.45246
True,119,WHITE,Weissburgunder Prunar,Erste & Neue,,BOTTLE,2015,3000,720,2,119,"Glas Preis: 5.0500m.ü.M. Gärung; grossen Holzfass & Edelstahltank, anschliessende Lagerung auf der Feinhefe",True,wine_01h0qzm08zjx93kf2n4xgh5y6w,WHITE,Prunar Weißburgunder,Erste+Neue,50.27063
True,119,WHITE,Weissburgunder Prunar,Erste & Neue,,BOTTLE,2012,3000,720,1,119,"Glas Preis: 5.0500m.ü.M. Gärung; grossen Holzfass & Edelstahltank, anschliessende Lagerung auf der Feinhefe",False,wine_01h0qzm08zjx93kf2n4xgh5y6w,WHITE,Prunar Weißburgunder,Erste+Neue,50.270645
True,1193,,Recioto di Soave La Broia,Roccolo Grassi,,BOTTLE,2010,3700,900,2,1193,"Glas Preis: 6.0100m.ü.M. lese im September, trocknung der Trauben bis Februar. Fermentation in franz. EichenBarrique 225l, 60-90 Tage. Ausbau; 18 Moante in Barrique ( 20%neu, 80% zweit Belegung), 24 Monate Flaschenlagerung.",True,wine_01gzr4kt2y9y8annkkx6ym5caq,DESSERT,La Broia Recioto di Soave,Roccolo Grassi,61.727386
True,1194,,In Sé,Italo Cescon,,BOTTLE,2018,5600,1650,8,1194,Glas Preis: 9.0,True,wine_01h0qsxn5mwybzcnma0fpbqrym,DESSERT,In Sé Manzoni Bianco Vendemmia Tardiva TesiRare,Italo Cescon,48.6278
True,1199,,Moscato d'Asti Zagara,Albino,,BOTTLE,2017,3200,760,6,1199,Glas Preis: 5.0,True,wine_01gzr4kt6w9v237yp5vs2q0bt3,SPARKLING,Moscato d'Asti,Albino Rocca,31.431953
True,12,,Haderburg Riserva Hausmannhof Brut,L. Ochsenreiter,,BOTTLE,2013,11600,4200,1,12,Glas Preis: 19.0,True,wine_01h0qzm1ts3cab52wdy0m1xqk4,SPARKLING,Prince Laurent Gran Riserva Brut,L. Bertolo,12.137112
True,12,,Haderburg Riserva Hausmannhof Brut,L. Ochsenreiter,,BOTTLE,2009,11600,4200,2,12,Glas Preis: 19.0,False,wine_01h0qzm1ts3cab52wdy0m1xqk4,SPARKLING,Prince Laurent Gran Riserva Brut,L. Bertolo,12.137123
True,1204,,Muffato della Sala,Antinori,,BOTTLE,2010,7300,2250,2,1204,Glas Preis: 12.0200-350m.ü.M. Handlese(Zeitpunkt je nach Reife der Botrytis). Fermentation für 18 Tage. Ausbau,True,wine_01gzr4kss355ytexachj17ewzz,DESSERT,Castello della Sala Muffato della Sala,Antinori,48.49617
True,1209,,Ben Ryé passito,Donnafugata,,BOTTLE,2015,6700,2046,2,1209,Glas Preis: 11.020-400m.ü.M. Handlese. Gärung im Stahl. 7 Monate im Stahltank. 12 Monate Flaschenlagerung.,True,wine_01gzr4ktfg94yr4a3qs46j1p4r,DESSERT,Passito di Pantelleria Ben Ryé,Donnafugata,43.1199
True,1209,,Ben Ryé passito,Donnafugata,,BOTTLE,2019,6700,2046,3,1209,Glas Preis: 11.020-400m.ü.M. Handlese. Gärung im Stahl. 7 Monate im Stahltank. 12 Monate Flaschenlagerung.,False,wine_01gzr4ktfg94yr4a3qs46j1p4r,DESSERT,Passito di Pantelleria Ben Ryé,Donnafugata,43.11989
True,121,WHITE,Weissburgunder Riserva Vorberg,Kellerei Terlan,,BOTTLE,2021,7000,2140,2,121,"Glas Preis: 11.0600-950m.ü.M. Handlese, Gärung; grossen Eichenfass, Ausbau; BSA und Reife für 12 Monate auf der Feinhefe im traditionellen Holzfass",True,wine_01gzr4kskpz3t6pte1cfyvzpzv,WHITE,Pinot Bianco Riserva Vorberg,Kellerei Terlan / Cantina Terlano,46.021614
True,1211,,Trockenbeerenauslese,Kracher,,BOTTLE,0,5300,1550,2,1211,Glas Preis: 8.0,True,wine_01gzr4ktr8c31z2t3pr2b52zeb,DESSERT,Trockenbeerenauslese,Kracher,31.986221
True,1213,,Eiswein,Kracher,,BOTTLE,2020,7700,2360,2,1213,Glas Preis: 12.0,True,wine_01gzr4ktr8ecbeyt9ep2qhd9py,DESSERT,Cuvée Eiswein,Kracher,30.153965
True,1214,,Tokaj Aszu 5 Puttonyos,Samuel Tinon,,BOTTLE,2016,11500,4190,4,1214,Glas Preis: 19.0Mazeration 36-48 Stunden. Fermentation für mehrer Monate. 4 Jahre im Holzfass. 1 Jahr Flaschenlagerung.,True,wine_01j0p0ztbj8tg4q8zx97ebj72w,DESSERT,Aszù 5 Puttonyos,Samuel Tinon,61.950523
True,1215,,Tokaj Aszu 5 Puttonyos,Oremus,,BOTTLE,2006,12400,4500,0,1215,Glas Preis: 20.0,False,wine_01hawwcx08k777d06v1y0vm2f8,DESSERT,Tokaji Aszú 5 Puttonyos,Oremus,52.008545
True,1217,,Riesling Kinheimer Hubertuslay Beerenausles,Markus Molitor,,BOTTLE,2017,17500,7950,2,1217,Glas Preis: 29.0,True,wine_01h4pmmh41rr51zq22p3mvwjph,DESSERT,Kinheimer Hubertuslay Riesling Beerenauslese,Markus Molitor,57.54377
True,1218,,Riesling Eiswein,Dr. Loosen,,BOTTLE,0,7600,2350,0,1218,Glas Preis: 12.0,True,wine_01hawwcx7rw6bbb49eq50jxp5c,DESSERT,Riesling Eiswein,Dr. Loosen,34.580032
True,1219,,Sauternes 1er Frand Cru,Châteaux Rieussec,,BOTTLE,2018,11700,4250,2,1219,Glas Preis: 19.0,True,wine_01gzr4ksd4x2e24mv5eqwyyfz1,DESSERT,Sauternes (Premier Grand Cru Classé),Château Rieussec,39.584084
True,122,WHITE,Weissburgunder Sirmian,Nals Margreid,,BOTTLE,2021,5700,1700,3,122,Glas Preis: 9.0Ausbau,True,wine_01gzr4kspdtf36964px55qxyer,WHITE,Pinot Bianco Sirmian,Nals Margreid,47.75879
True,1220,,Sauternes 2009 La Tour Blanche,Château La Tour Blanche,,BOTTLE,2009,10100,3660,1,1220,Glas Preis: 16.0,True,wine_01h4pmmgb0245zqe43rgtajs67,DESSERT,Emotions de la Tour Blanche Sauternes,Château La Tour Blanche,49.088623
True,1221,,Château d'Yquem 1. GCC Superior,Château d'Yquem,,BOTTLE,2001,160000,41000,1,1221,"Glas Preis: 266.0Ein Gutes Jahr, mit einem trockenen September(perfekt für die Säure und frische des Weines). Sehr konzentrierte, pure Trauben.",True,wine_01gzr4ktwcp5fb4jqaz1epampm,DESSERT,Sauternes d'Yquem,Château d'Yquem,45.370693
True,1222,,Solera - Rivesaltes Ambré,Domaine des Demoiselles,,BOTTLE,0,5600,1664,5,1222,Glas Preis: 9.0Rebalter: 50-70 Jahre. Aus der Region Roussillon. Soleraverfahren.,True,wine_01j52tetb3sdkhq2jrmfap2h71,ROSE_SPARKLING,Solera Rivesaltes Ambré Vin Doux Naturel,Domaine des Demoiselles,42.84951
True,1223,,Montbazillac,Châteaux La Lande,,BOTTLE,0,3500,795,5,1223,Glas Preis: 5.0,True,wine_01j52terdxee83pan54jm80gr6,ROSE_SPARKLING,Monbazillac,Château de la Lande,29.672539
True,123,WHITE,Weissburgunder St. Valentin,St. Michael Eppan,,BOTTLE,2020,6300,1910,1,123,"Glas Preis: 10.0450-600m.ü.M. Handlese, Gärung; BSA und Ausbau von 50% auf der Hefe in BarriquesTonneau. Rest in grossen Eichenholzfässern. Nach 1 Jahr Assemblage, danach 6 Monate im Stahltank",True,wine_01h0sq48qsx6wxv7zxpmvdcpte,SPARKLING,St. Valentin Brut,St. Michael-Eppan,48.17909
True,123,WHITE,Weissburgunder St. Valentin,St. Michael Eppan,,BOTTLE,2021,6300,1910,2,123,"Glas Preis: 10.0450-600m.ü.M. Handlese, Gärung; BSA und Ausbau von 50% auf der Hefe in BarriquesTonneau. Rest in grossen Eichenholzfässern. Nach 1 Jahr Assemblage, danach 6 Monate im Stahltank",False,wine_01h0sq48qsx6wxv7zxpmvdcpte,SPARKLING,St. Valentin Brut,St. Michael-Eppan,48.1791
True,1234,,Alternativa Rosso Superiore,Princess,,BOTTLE,0,2500,520,3,1234,,True,wine_01j52tewpbk7pmbg70rbb3s3y0,ROSE_SPARKLING,Rosso,Two Princes,21.283398
True,1235,,Pinot Grigio Free Pfalz,Matthias Anton,,BOTTLE,0,3100,750,0,1235,,True,wine_01j8t1jphd7nrw6vj2q5a8wa73,ROSE_SPARKLING,Pinot Blanc de Noir Extra Trocken,Anton,23.214169
True,1236,,RibO Elsass,Cave de Ribauville,,BOTTLE,0,4100,1050,3,1236,,True,wine_01j52tf89e5b9s2qwjex9170ww,WHITE,Ribo,Cave de Ribeauville,37.57941
True,1237,,Elefant Rheinhessen,Wean am Dom,,BOTTLE,0,2600,550,0,1237,,True,wine_01j52tf89pb4807byz5jr7yy03,WHITE,Elefant Weissburgunder Trocken,Château Jean-Fonthenille,15.233344
True,1239,,Rouge Pur Bio Rheinhessen,Strauch und Weissbach,,BOTTLE,0,4100,1050,3,1239,,True,wine_01j52tf7v2fwvnjwjg9j5b555k,DESSERT,Rouge Pur Alkoholfrei,Strauch,36.941814
True,1240,,Reverse Riesling Pfalz,Bergdolt-Nett,,BOTTLE,0,3300,800,2,1240,,True,wine_01j8t2888nh4st3q90pzh02y7b,ROSE_SPARKLING,Riesling Brut,Bergdolt-Reif & Nett,35.037125
True,1242,,Reverse Sauvignon Pfalz,Bergdolt-Nett,,BOTTLE,0,3500,850,4,1242,,True,wine_01j8t2am4p9m022x09ma05bkqf,ROSE_SPARKLING,Reserve Shiraz Trocken,Bergdolt-Reif & Nett,33.723297
True,126,WHITE,Terlaner Weissburgunder De Silva,Peter Sölva & Söhne,,BOTTLE,2021,4900,1295,1,126,Glas Preis: 8.0500m.ü.M. nach der Vergärung auf der feinen Hefe bis zur Abfüllung.,False,wine_01harvcmjjcbyzhfx2cy2w2kwm,WHITE,De Silva Sauvignon,Peter Sölva,41.768448
